num,text,timestamp,label,cleaned_text,sentiment
159609909,"TURN ON THE LIGHTSS. 
Look what you done do. 
Hurricane sandy cause of u I can't cook food. 
Can't piss in the dark or even watch the  news",41212.97778,1,TURN ON THE LIGHTSS Look what you done do Hurricane sandy cause of u I cant cook food Cant piss in the dark or even watch the news,0.3089
246509792,I guess its official ...the food in my fridge is a victim of Hurricane Sandy and tomorrow we will be cooking a... http://fb.me/K10gACo6 ,41212.97639,1,I guess its official the food in my fridge is a victim of Hurricane Sandy and tomorrow we will be cooking a,-0.2732
212070076,Power Outage Food Safety: What To Toss And What To Keep http://huff.to/WVC6pp  via @HealthyLiving #hurricane #sandy #food #health #safe,41212.97569,0,Power Outage Food Safety What To Toss And What To Keep via,0.4215
196633674,Everyone's go-to #hurricane #sandy food was bread. Am I right? http://instagr.am/p/RbLeT7j7sK/ ,41212.97361,1,Everyones goto food was bread Am I right,0.0
25692090,worst day to work in food business...EVER. thanks hurricane sandy.,41212.97014,1,worst day to work in food businessEVER thanks hurricane sandy,-0.296
96136179,Hurricane sandy got me spending half of my $$$$ on food and nothing really hit tho. Waist of my time. Got a crib full of food.,41212.96736,1,Hurricane sandy got me spending half of my on food and nothing really hit tho Waist of my time Got a crib full of food,0.0
18874383,Were you affected by a power outage? @HealthyLiving tells us what food is safe to keep & what to toss: http://goo.gl/wMMWw  #Hurricane Sandy,41212.95139,0,Were you affected by a power outage tells us what food is safe to keep what to toss Sandy,0.3182
415294181,Going to the gym because the amount of food ive consumed because of hurricane sandy CANT be real... #YIKES ,41212.94306,1,Going to the gym because the amount of food ive consumed because of hurricane sandy CANT be real,0.0
15891280,"I am in a shitty mood. No coffee, not hot food, no shower, no Internet other than my phone. #hurricane #sandy",41212.79653,1,I am in a shitty mood No coffee not hot food no shower no Internet other than my phone,-0.4632
244794847,A shout out to all of the volunteers who distributed food in the midst of Hurricane Sandy yesterday!  That's some real Jesus love! Thanks!,41212.79306,1,A shout out to all of the volunteers who distributed food in the midst of Hurricane Sandy yesterday Thats some real Jesus love Thanks,0.7964
790644564,How To Keep Your Food Safe If Hurricane Sandy Cuts Electricity -  http://adf.ly/1jSFF ,41212.79167,0,How To Keep Your Food Safe If Hurricane Sandy Cuts Electricity,0.1779
815445782,What was your comfort food last night? MT @momwhoruns: {blog post} Comfort Food During Hurricane Sandy http://tinyurl.com/9qyncoe  #Sandy,41212.78472,1,What was your comfort food last night MT blog post Comfort Food During Hurricane Sandy,0.6124
790401866,Do you have bottled water and peanut butter handy? 5 Food tips for Hurricane Sandy survival http://ow.ly/eSWjO  #abcnews #naturaldisasters,41212.78194,0,Do you have bottled water and peanut butter handy 5 Food tips for Hurricane Sandy survival,0.0
727324843,How To Keep Your Food Safe If Hurricane Sandy Cuts Electricity -,41212.775,0,How To Keep Your Food Safe If Hurricane Sandy Cuts Electricity,0.1779
168426716,#flood Jamaica: YB Afraid Foundation and Food For The Poor Assist Hurricane Sandy Victims in Jamaica http://bit.ly/XTWwOy  #crisismanagement,41212.76806,1,Jamaica YB Afraid Foundation and Food For The Poor Assist Hurricane Sandy Victims in Jamaica,-0.6597
29868007,"Text ""REDCROSS"" to 90999 2 make a $10 donation (charged to ur phone bill) to help give food & dry clothes 2 those rescued in hurricane Sandy",41212.76667,1,Text REDCROSS to 90999 2 make a 10 donation charged to ur phone bill to help give food dry clothes 2 those rescued in hurricane Sandy,0.5719
95489360,"We're praying for all of you affected by Hurricane Sandy. We hope your loved ones are safe and that you all have shelter, hot food and...",41212.76528,0,Were praying for all of you affected by Hurricane Sandy We hope your loved ones are safe and that you all have shelter hot food and,0.891
35718116,"Loving Nick Pisa over in New York reporting on Hurricane Sandy ""you can't buy any food here - a burger, pizza or donut""",41212.76042,1,Loving Nick Pisa over in New York reporting on Hurricane Sandy you cant buy any food here a burger pizza or donut,0.5994
268009140,I've ate so much food because of Hurricane Sandy #fatkidprobz,41212.75486,1,Ive ate so much food because of Hurricane Sandy,0.0
19437432,Pathetic Romney show in Ohio: collecting #cannedfood for hurricane Sandy victims. Will food drives replace #FEMA?,41212.75347,1,Pathetic Romney show in Ohio collecting for hurricane Sandy victims Will food drives replace,-0.7184
542325816,"Hurricane #Sandy #Fashion Tweets Remind Us That Sweatpants, Junk Food Are Still OK (TWEETS) http://huff.to/UaKZ8v  via @HuffPostStyle",41212.75347,0,Hurricane Tweets Remind Us That Sweatpants Junk Food Are Still OK TWEETS via,0.4466
28127131,{blog post} Comfort Food During Hurricane Sandy (or any miserable weather) http://tinyurl.com/9qyncoe  #Sandy,41212.75069,1,blog post Comfort Food During Hurricane Sandy or any miserable weather,-0.1779
351079098,"""How to keep your food safe if Hurricane Sandy cuts electricity"" - #health #family http://ow.ly/eRw3u ",41212.75069,0,How to keep your food safe if Hurricane Sandy cuts electricity,0.1779
297788210,"I have no power, therefore I can't cook any food.... Hurricane Sandy: 3 Gina: 0",41212.74861,0,I have no power therefore I cant cook any food Hurricane Sandy 3 Gina 0,-0.296
475954744,"After a Power Outage: Important USDA Food Safety Guidelines and Tips: 

Hurricane Sandy tore a path through the ... http://bit.ly/YjwlQs ",41212.74375,1,After a Power Outage Important USDA Food Safety Guidelines and Tips Hurricane Sandy tore a path through the,0.5574
24465164,@NutritionSchool: Have you lost power due to Hurricane #Sandy? Here are some food safety tips from @joansalgeblake: http://buff.ly/W35afz ,41212.74236,1,Have you lost power due to Hurricane Here are some food safety tips from,0.128
25680563,"Hurricane Sandy is making me feel pretty homeless right now. No food, No power",41212.74167,1,Hurricane Sandy is making me feel pretty homeless right now No food No power,-0.0516
185888479,Via @souldancing YB Afraid Foundation and Food For The Poor Assist Hurricane Sandy Victims in J... http://bit.ly/SeU2Gn  #jamaicanblogger,41212.74097,1,Via YB Afraid Foundation and Food For The Poor Assist Hurricane Sandy Victims in J,-0.6597
390145618,@nicole_coolin I'm broke son hurricane sandy made me waste all my money on food lls,41212.73611,1,Im broke son hurricane sandy made me waste all my money on food lls,-0.6808
187947012,"If anyone would like to donate any dog food, bedding, or care items for pet relief due to Hurricane Sandy, please... http://fb.me/J0aWAlLB ",41212.73611,1,If anyone would like to donate any dog food bedding or care items for pet relief due to Hurricane Sandy please,0.8779
794222444,"“@HuffPostWorld: Hurricane #Sandy destroys Haitian homes, crops; food crisis feared http://huff.to/XTkGsz ” #sad",41212.73542,1,Hurricane destroys Haitian homes crops food crisis feared,-0.8979
391622919,sholoteoter: US: Food sites remain closed after Hurricane Sandy strikes (just-food),41212.73264,1,sholoteoter US Food sites remain closed after Hurricane Sandy strikes justfood,-0.3612
394307216,garrisonkarl: US: Food sites remain closed after Hurricane Sandy strikes (just-food),41212.73264,1,garrisonkarl US Food sites remain closed after Hurricane Sandy strikes justfood,-0.3612
391180093,joesorto: US: Food sites remain closed after Hurricane Sandy strikes (just-food),41212.73264,1,joesorto US Food sites remain closed after Hurricane Sandy strikes justfood,-0.3612
168734684,"During hurricane Sandy I found myself eating for the sake of eating.  No sweet, salty, fruity, or meaty food was safe!  Wasn't even hungry!",41212.73194,1,During hurricane Sandy I found myself eating for the sake of eating No sweet salty fruity or meaty food was safe Wasnt even hungry,0.5719
29194271,Food sites stay closed after Hurricane Sandy hits http://www.just-food.com/news/food-sites-remain-closed-after-hurricane-sandy-strikes_id120991.aspx … via @just_food,41212.73125,1,Food sites stay closed after Hurricane Sandy hits via,0.0
291197028,"Kitchen Blog - After a Power Outage: Important USDA Food Safety Guidelines and Tips: 

Hurricane Sandy tore a pa... http://bit.ly/XTDveZ ",41212.72986,1,Kitchen Blog After a Power Outage Important USDA Food Safety Guidelines and Tips Hurricane Sandy tore a pa,0.5574
38829541,"After a Power Outage: Important USDA Food Safety Guidelines and Tips: 

Hurricane Sandy tore a path through the ... http://bit.ly/XTDuYu ",41212.72986,1,After a Power Outage Important USDA Food Safety Guidelines and Tips Hurricane Sandy tore a path through the,0.5574
59397009,Have you lost power due to Hurricane #Sandy? Here are some food safety tips from @joansalgeblake: http://ow.ly/eSFnV ,41212.72986,1,Have you lost power due to Hurricane Here are some food safety tips from,0.128
451065115,Hurricane Sandy you can't ruin my Halloween Food fun... no power require Halloween themed snacks: http://www.cookingbymoonlight.com/2012/10/vampire-apples.html …,41212.72847,1,Hurricane Sandy you cant ruin my Halloween Food fun no power require Halloween themed snacks,0.6336
201500710,Hurricane Activity: Plan Your Thanksgiving Feast: I'm stuck inside due to Hurricane Sandy and while I love... http://bit.ly/SeL3oz  #food,41212.72014,1,Hurricane Activity Plan Your Thanksgiving Feast Im stuck inside due to Hurricane Sandy and while I love,0.4939
182519119,Oatmeal with bananas and brown sugar. No shortage of  delicious food during this hurricane :) #sandy http://instagr.am/p/Ragu2GJlGP/ ,41212.71319,0,Oatmeal with bananas and brown sugar No shortage of delicious food during this hurricane,0.128
113839328,"Prayers go out to all effected by Hurricane Sandy. We hope you all find safety, shelter, food & quick recovery of anything lost! 
BBC Fam",41212.71042,1,Prayers go out to all effected by Hurricane Sandy We hope you all find safety shelter food quick recovery of anything lost BBC Fam,0.5267
170088032,Food Safety: Tips if Hurricane Sandy Knocked Out Your Fridge: As many as 10 million people could lose power this... http://aol.it/V51OqI ,41212.70556,0,Food Safety Tips if Hurricane Sandy Knocked Out Your Fridge As many as 10 million people could lose power this,0.0258
243954581,"Hurricane Sandy can't keep us from closing! We are OPEN, ready to serve you delicious food. Come stop by!",41212.7,1,Hurricane Sandy cant keep us from closing We are OPEN ready to serve you delicious food Come stop by,0.6124
186816741,"Joke of the Millenium : Terrorist Hafiz Saeed offers aid to Hurricane Sandy victims

“We are ready to send food... http://fb.me/1ZJr45szw ",41212.69931,1,Joke of the Millenium Terrorist Hafiz Saeed offers aid to Hurricane Sandy victims We are ready to send food,-0.5106
212254996,How long is food safe if you lose power? http://bit.ly/YfFkSU  #Hurricane #Sandy,41212.69792,1,How long is food safe if you lose power,0.0516
21487168,"US: Food sites remain closed after Hurricane Sandy strikes: Food manufacturers in the US, including Hershey and ... http://bit.ly/T16klC ",41212.69514,1,US Food sites remain closed after Hurricane Sandy strikes Food manufacturers in the US including Hershey and,-0.3612
802303532,US: Food sites remain closed after Hurricane Sandy strikes http://bit.ly/T16klC ,41212.69514,1,US Food sites remain closed after Hurricane Sandy strikes,-0.3612
291197028,"Food News - US: Food sites remain closed after Hurricane Sandy strikes: Food manufacturers in the US, including ... http://bit.ly/T16klC ",41212.69514,1,Food News US Food sites remain closed after Hurricane Sandy strikes Food manufacturers in the US including,-0.3612
60289159,"US: Food sites remain closed after Hurricane Sandy strikes: Food manufacturers in the US, including Hershey and ... http://bit.ly/XTmphx ",41212.69514,1,US Food sites remain closed after Hurricane Sandy strikes Food manufacturers in the US including Hershey and,-0.3612
465558201,"Jamaica: YB Afraid Foundation and Food For The Poor Assist Hurricane Sandy Victims in Jamaica: 
      Source: 
 ... http://bit.ly/SezZb6 ",41212.69514,1,Jamaica YB Afraid Foundation and Food For The Poor Assist Hurricane Sandy Victims in Jamaica Source,-0.6597
137863582,"Financial donations help the Red Cross provide shelter, food and other assistance to those affected by disasters like Hurricane Sandy.",41212.69375,1,Financial donations help the Red Cross provide shelter food and other assistance to those affected by disasters like Hurricane Sandy,0.0
34821805,Keep Food and Family Safe During Power Outage from Hurricane Sandy http://bit.ly/YjjAWa ,41212.69167,0,Keep Food and Family Safe During Power Outage from Hurricane Sandy,0.4404
287041647,Jamaica: YB Afraid Foundation and Food For The Poor Assist Hurricane Sandy Victims in Jamaica http://bit.ly/V57W2u ,41212.68889,1,Jamaica YB Afraid Foundation and Food For The Poor Assist Hurricane Sandy Victims in Jamaica,-0.6597
291197028,"Hurricane Sandy: New York City chefs, restaurateurs and...: New York City chefs, restaurateurs and food critics ... http://bit.ly/SewNvZ ",41212.6875,1,Hurricane Sandy New York City chefs restaurateurs and New York City chefs restaurateurs and food critics,-0.296
564229916,"(#Food Article) Hurricane Sandy: New York City chefs, restaurateurs and...: New York City chefs,... http://bit.ly/SewNvZ  #TeamFollowBack",41212.6875,1,Article Hurricane Sandy New York City chefs restaurateurs and New York City chefs,0.0
297823567,"Hurricane Sandy: New York City chefs, restaurateurs and...: New York City chefs, restaurateurs and food critics ... http://bigfork.co/XTiGQS ",41212.6875,1,Hurricane Sandy New York City chefs restaurateurs and New York City chefs restaurateurs and food critics,-0.296
171971895,New: Food Safety: Power Outages and Hurricane Sandy http://bit.ly/T11Zil  #food #recipes,41212.68542,1,New Food Safety Power Outages and Hurricane Sandy,0.4215
50381314,New: Food Safety: Power Outages and Hurricane Sandy http://bit.ly/T11Zil  #recipe #cooking,41212.68542,1,New Food Safety Power Outages and Hurricane Sandy,0.4215
16365804,@Interplas Hurricane #Sandy Power Outage Food Storage tip If you have empty space fill freezer-proof #Zip-loc #bags http://www.interplas.com/ziplock-bags ,41212.68403,1,Hurricane Power Outage Food Storage tip If you have empty space fill freezerproof loc,-0.2023
328697449,"US: Food sites remain closed after Hurricane Sandy strikes: Food manufacturers in the US, including Hershey and ... http://adf.ly/EBngh ",41212.68403,1,US Food sites remain closed after Hurricane Sandy strikes Food manufacturers in the US including Hershey and,-0.3612
79152489,"US: Food sites remain closed after Hurricane Sandy strikes: Food manufacturers in the US, including Hershey and ... http://bit.ly/W2N3q3 ",41212.68403,1,US Food sites remain closed after Hurricane Sandy strikes Food manufacturers in the US including Hershey and,-0.3612
50312550,"FIRST, financial crisis, soft economy. then drought in the Midwest, food crisis? Then Hurricane Sandy: how will the us economy take the hit?",41212.68333,1,FIRST financial crisis soft economy then drought in the Midwest food crisis Then Hurricane Sandy how will the us economy take the hit,-0.8481
124488667,Food Safety: Tips if Hurricane Sandy Knocked Out Your Fridge: As many as 10 million people could lose power this... http://aol.it/T0ZgWp ,41212.68056,0,Food Safety Tips if Hurricane Sandy Knocked Out Your Fridge As many as 10 million people could lose power this,0.0258
116977787,Daily Finance: Food Safety: Tips if Hurricane Sandy Knocked Out Your Fridge: As many as 10 mil... http://aol.it/XTf6Gn  #Investing #Money,41212.68056,1,Daily Finance Food Safety Tips if Hurricane Sandy Knocked Out Your Fridge As many as 10 mil,0.4215
23699134,The Great Depression with no food or a the food shelves of my local Wawa today after Hurricane Sandy. http://fb.me/2j0Z66srS ,41212.67917,1,The Great Depression with no food or a the food shelves of my local Wawa today after Hurricane Sandy,-0.2023
301166996,"The calories consumed drinking alcohol, eating hangover food and hurricane sandy snacks is depressing .. Starvation diet starts today ",41212.67569,1,The calories consumed drinking alcohol eating hangover food and hurricane sandy snacks is depressing Starvation diet starts today,-0.3818
206865065,Food Safety: Tips if Hurricane Sandy Knocked Out Your Fridge: As many as 10 million people… http://goo.gl/fb/Vf1u1 ,41212.67431,0,Food Safety Tips if Hurricane Sandy Knocked Out Your Fridge As many as 10 million people,0.4215
714261086,"come down to @hogpit1 for wifi, power, food & beer. and @daveblend and i. #hurricane #sandy",41212.67292,1,come down to for wifi power food beer and and i,0.0
113684555,Food Safety: Tips if Hurricane Sandy Knocked Out Your Fridge: As many as 10 million people coul... http://aol.it/V51OqI  #walletpop #blog,41212.67292,0,Food Safety Tips if Hurricane Sandy Knocked Out Your Fridge As many as 10 million people coul,0.4215
105581298,#food Hurricane Chocolate Muffins: I made these during hurricane Sandy to keep us warm! Easy to use thin... http://bit.ly/XT0WoU  #health,41212.66389,1,Hurricane Chocolate Muffins I made these during hurricane Sandy to keep us warm Easy to use thin,0.5859
16035933,At Dunkin Donuts to warm up and charge my phone and eat hot food. #hurricane #sandy #dunkindonuts,41212.66181,1,At Dunkin Donuts to warm up and charge my phone and eat hot food,0.2263
180385281,No food to take pics of today except maybe some rotting food in our fridge thanks to Hurricane Sandy :( #takingpicturesoffood,41212.65903,1,No food to take pics of today except maybe some rotting food in our fridge thanks to Hurricane Sandy,0.1779
414495164,news: hurricane sandy is coming!!! have food and water ready for the next 72 hrs. following day: *2 mm of rainfall*,41212.65833,1,news hurricane sandy is coming have food and water ready for the next 72 hrs following day 2 mm of rainfall,0.3612
40883407,"Food for thought... The precipitation came from Hurricane Sandy, and ended up as a wet snow due to the cold front... http://fb.me/yyg5ZE6n ",41212.65833,1,Food for thought The precipitation came from Hurricane Sandy and ended up as a wet snow due to the cold front,0.0
601555458,RT @NJNationalGuard READ: Important information about FOOD CONTAMINATION  after Hurricane Sandy. http://fb.me/25N90sfd4  #southjersey,41212.65764,1,RT READ Important information about FOOD CONTAMINATION after Hurricane Sandy,0.2023
23655857,@TheRealSRT ha..ate way too much storm food. Now I need #Equinox to be open so I can work off Hurricane Sandy!!,41212.65764,1,haate way too much storm food Now I need to be open so I can work off Hurricane Sandy,0.0
601555458,RT @NJNationalGuard READ: Important information about FOOD CONTAMINATION  after Hurricane Sandy. http://fb.me/25N90sfd4  #NJ #northjersey,41212.65764,1,RT READ Important information about FOOD CONTAMINATION after Hurricane Sandy,0.2023
120941733,If anybody is a victim of hurricane sandy and is without food or water call 1-800-622-FEMA,41212.65556,1,If anybody is a victim of hurricane sandy and is without food or water call 1800622FEMA,-0.2732
326194495,Please read. Important information about food contamination after Hurricane Sandy. http://fb.me/25N90sfd4 ,41212.65417,1,Please read Important information about food contamination after Hurricane Sandy,0.4767
564229916,"(#Food Article) Video Interlude: Watch Hurricane Sandy Batter a New Jersey Restaurant: 

Last ni... http://bit.ly/W2Cy5U  #TeamFollowBack",41212.65417,1,Article Video Interlude Watch Hurricane Sandy Batter a New Jersey Restaurant Last ni,0.0
34821805,Keep Food and Family Safe During Power Outage from Hurricane Sandy http://goo.gl/fb/WRs6W  #foodsafety #currentnews,41212.65139,0,Keep Food and Family Safe During Power Outage from Hurricane Sandy,0.4404
66298541,Keep Food and Family Safe During Power Outage from Hurricane Sandy:  http://bit.ly/Yj5uUH ,41212.65139,0,Keep Food and Family Safe During Power Outage from Hurricane Sandy,0.4404
14855919,Keep Food and Family Safe During Power Outage from Hurricane Sandy: http://www.emaxhealth.com/1506/keep-food-and-family-safe-during-power-outage-hurricane-sandy#.UI_z440inT4.twitter …,41212.65,0,Keep Food and Family Safe During Power Outage from Hurricane Sandy,0.4404
540362963,"Hurricane Sandy victims in the city in need of water, flashlights, candles, food, and more. Help us by giving online: http://fb.me/1EGKFEfP2 ",41212.64722,1,Hurricane Sandy victims in the city in need of water flashlights candles food and more Help us by giving online,0.4754
49031364,"It will be interesting to see how Romney pulls off this ""Hurricane Sandy relief event"" in OH. Looks like a regular rally + canned food.",41212.64653,1,It will be interesting to see how Romney pulls off this Hurricane Sandy relief event in OH Looks like a regular rally canned food,0.8074
627370317,Keep Food and Family Safe During Power Outage from Hurricane Sandy - eMaxHealth: eMaxHealthKeep Food and Family ... http://adf.ly/EBhDE ,41212.64375,0,Keep Food and Family Safe During Power Outage from Hurricane Sandy eMaxHealth eMaxHealthKeep Food and Family,0.4404
34821805,Keep Food and Family Safe During Power Outage from Hurricane Sandy: http://www.emaxhealth.com/1506/keep-food-and-family-safe-during-power-outage-hurricane-sandy … #nyc,41212.64028,0,Keep Food and Family Safe During Power Outage from Hurricane Sandy,0.4404
323895355,"i think Hurricane Sandy was a conspiracy between Food Chains (Costco, Giant, BJ's, etc) and the Weather Teams…They eatin good off us now...",41212.63472,1,i think Hurricane Sandy was a conspiracy between Food Chains Costco Giant BJs etc and the Weather TeamsThey eatin good off us now,-0.128
470257828,"Already thinking about lunch after damage control due to Hurricane Sandy?  Well, our food will get you through.... http://fb.me/PS8Q0vc7 ",41212.63333,1,Already thinking about lunch after damage control due to Hurricane Sandy Well our food will get you through,-0.2732
44891721,"If u live in 1 of those places that is affected by the hurricane sandy,please help animals.Take em somewhere safe n provide food&water 4 'em",41212.63264,1,If u live in 1 of those places that is affected by the hurricane sandyplease help animalsTake em somewhere safe n provide foodwater 4 em,0.6124
364107224,i would like to s/o all the parents who overreacted like a mofo about hurricane sandy and bought a lot of food.. y'all some dumb mothafuckas,41212.63125,1,i would like to so all the parents who overreacted like a mofo about hurricane sandy and bought a lot of food yall some dumb mothafuckas,-0.6597
21667135,Keep Food and Family Safe During Power Outage from Hurricane Sandy: http://www.emaxhealth.com/1506/keep-food-and-family-safe-during-power-outage-hurricane-sandy#.UI_tKvQQn2o.twitter …,41212.63056,0,Keep Food and Family Safe During Power Outage from Hurricane Sandy,0.4404
86314986,"We welcome local residents who r w/out power or affected by Hurricane Sandy 2 come2 the mall as stores, restaurants & food court r open.",41212.62153,1,We welcome local residents who r wout power or affected by Hurricane Sandy 2 come2 the mall as stores restaurants food court r open,0.34
2080931,"Hurricane Sandy created a boom for Utah's Food Storage industry http://communitycolor.blogspot.com/2012/10/relief-responsibility-and-funky-food.html … But, what should one do with old stored food?",41212.62083,1,Hurricane Sandy created a boom for Utahs Food Storage industry But what should one do with old stored food,0.128
46725713,"As Hurricane #Sandy is in full force, it is important to remember these food safety tips from the FDA http://ow.ly/eSJbs ",41212.61944,1,As Hurricane is in full force it is important to remember these food safety tips from the FDA,0.5574
56941597,“@DanyaAurora: Food safety during Hurricane Sandy -Tips on how to keep your food safe #Sandy http://www.examiner.com/article/food-safety-during-hurricane-sandy …” #Foodsafety #food,41212.61736,0,Food safety during Hurricane Sandy Tips on how to keep your food safe,0.6908
37207962,Do to Hurricane Sandy we have eaten through most of the candy. Kids can expect cans of non perishable food if Halloween is not canceled.,41212.61736,0,Do to Hurricane Sandy we have eaten through most of the candy Kids can expect cans of non perishable food if Halloween is not canceled,0.0
74228505,"Daily #Food and #Ag news from our SITE System: #Hurricane #Sandy: #Foodsafety, closed stores, anti-price gouging - http://ow.ly/eSImU ",41212.61458,1,Daily and news from our SITE System closed stores antiprice gouging,0.0
253490490,"How to Keep Your Food Safe when a Hurricane Hits: As Hurricane Sandy continues to bear down on the east coast, m... http://adf.ly/EBbxH ",41212.61111,1,How to Keep Your Food Safe when a Hurricane Hits As Hurricane Sandy continues to bear down on the east coast m,0.4404
509051837,Food safety during Hurricane Sandy -Tips on how to keep your food safe #Sandy http://www.examiner.com/article/food-safety-during-hurricane-sandy …,41212.60833,0,Food safety during Hurricane Sandy Tips on how to keep your food safe,0.6908
499163343,Tips on keeping food safe when the power goes out.... Be safe everyone who has been hit by Hurricane Sandy. http://fb.me/21InCtGYU ,41212.60556,0,Tips on keeping food safe when the power goes out Be safe everyone who has been hit by Hurricane Sandy,0.7003
777195618,"Not even Hurricane Sandy can shut us down! Beer is cold, food is hot & the news is on!",41212.60417,1,Not even Hurricane Sandy can shut us down Beer is cold food is hot the news is on,0.0
385099037,Lol @ the people that stocked up on water and food and Hurricane Sandy didn't even flicker their lights! ,41212.60139,0,Lol the people that stocked up on water and food and Hurricane Sandy didnt even flicker their lights,0.4215
